doi,all_authors,title,genre,published_date,year,journal_name,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa_normalized,oa_status_normalized,oa_host_type_normalized,oa_host_domain
10.1016/j.tet.2016.04.059,Martinet N.,Sesquiterpenes with inhibitory activity against CDC25 phosphatases from the soft coral Pseudopterogorgia rigida,journal-article,2016-06-01,2016.0,Tetrahedron,0040-4020,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1029/2020GL088653,Wieczorek M.,Constraints on Thermal History of Mars from Depth of Pore Closure Below InSight,journal-article,2020-08-11,2020.0,Geophysical Research Letters,0094-8276,False,False,American Geophysical Union (AGU),Accès fermé,Closed,Accès fermé,
10.37236/6152,Lochet W.,Equitable Orientations of Sparse Uniform Hypergraphs,journal-article,2016-11-25,2016.0,The Electronic Journal of Combinatorics,1077-8926,True,True,The Electronic Journal of Combinatorics,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.3758/s13428-015-0669-x,Manera V.,Communicative interactions in point-light displays: Choosing among multiple response alternatives,journal-article,2015-10-20,2015.0,Behavior Research Methods,1554-351X,False,False,Springer Science and Business Media LLC,Accès ouvert,Hybrid,Editeur et archive ouverte,"link.springer.com,europepmc.org,iris.unito.it,pure.mpg.de,hdl.handle.net,www.ncbi.nlm.nih.gov"
10.1002/ecy.1544,Fauvergue X.,Trophic interactions may reverse the demographic consequences of inbreeding,journal-article,2016-11-01,2016.0,Ecology,0012-9658,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1016/j.visres.2018.12.002,Aguilar C.,The influence of word frequency on word reading speed when individuals with macular diseases read text,journal-article,2019-02-01,2019.0,Vision Research,0042-6989,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,doi.org
10.1038/s41559-017-0372-7,Li J.|Liti G.,Tetrad analysis in plants and fungi finds large differences in gene conversion rates but no GC bias,journal-article,2017-11-20,2017.0,Nature Ecology & Evolution,2397-334X,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"europepmc.org,www.ncbi.nlm.nih.gov"
10.1103/PhysRevLett.116.061102,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Vinet J.Y.|Martellini L.|Boer M.|Pichot M.|Brillet A.|Bogaert G.|Man N.,Observation of Gravitational Waves from a Binary Black Hole Merger,journal-article,2016-02-11,2016.0,Physical Review Letters,0031-9007,False,False,American Physical Society (APS),Accès ouvert,Hybrid,Editeur et archive ouverte,"link.aps.org,doi.org,www.repo.uni-hannover.de,eprints.gla.ac.uk,eprints.whiterose.ac.uk,orca.cf.ac.uk,strathprints.strath.ac.uk,eprints.soton.ac.uk,arxiv.org,arxiv.org,dspace.mit.edu,openresearch-repository.anu.edu.au,digital.library.adelaide.edu.au,dspace.lib.cranfield.ac.uk,dipot.ulb.ac.be,iris.unitn.it,myresearchspace.uws.ac.uk,pure.mpg.de,repositorio.unesp.br,repository.ubn.ru.nl,researchportal.port.ac.uk,researchportal.port.ac.uk,www.pure.ed.ac.uk,www.research.ed.ac.uk,hdl.handle.net,pure-oai.bham.ac.uk,research.birmingham.ac.uk,www.repository.cam.ac.uk"
10.1111/acem.13226,Contenti J.|Levraut J.,"Adverse Events With Ketamine Versus Ketofol for Procedural Sedation on Adults: A Double-blind, Randomized Controlled Trial",journal-article,2017-07-14,2017.0,Academic Emergency Medicine,1069-6563,False,False,Wiley,Accès ouvert,Bronze,Editeur,onlinelibrary.wiley.com
10.1242/dev.131102,Touzot A.|Ruiz-Reig N.|Studer M.,Molecular control of two novel migratory paths for CGE-derived interneurons in the developing mouse brain,journal-article,2016-03-31,2016.0,Development,0950-1991,False,False,The Company of Biologists,Accès ouvert,Bronze,Editeur et archive ouverte,"dev.biologists.org,dev.biologists.org"
10.1002/cmdc.202000218,Ronco C.|Baladi T.|Hamouda-Tekaya N.|Gonçalves L.C.P.|Benhida R.|Rocchi S.,Sulfonylguanidines derivatives as potential anti‐melanoma agents,journal-article,2020-05-12,2020.0,ChemMedChem,1860-7179,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1007/s11042-020-09864-9,Martinet J.|Martinet J.,OntoAnnClass: ontology-based image annotation driven by classification using HMAX features,journal-article,2020-10-22,2020.0,Multimedia Tools and Applications,1380-7501,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1093/icesjms/fsy147,Mahiout T.|Schreyeck T.,Fish species identification using a convolutional neural network trained on synthetic data,journal-article,2018-10-17,2018.0,ICES Journal of Marine Science,1054-3139,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur,academic.oup.com
10.1007/s10688-016-0141-4,Kostov V.P.,On multiple zeros of a partial theta function,journal-article,2016-04-01,2016.0,Functional Analysis and Its Applications,0016-2663,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/j.mad.2020.111390,Desroches M.,Why we should use Topological Data Analysis in Ageing: towards defining the “Topological shape of ageing”,journal-article,2020-12-01,2020.0,Mechanisms of Ageing and Development,0047-6374,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/j.dld.2020.10.020,Hébuterne X.|Arab N.|Cluzeau V.|Filippi J.,Patients’ real-world experience with inflammatory bowel disease: A cross-sectional survey in tertiary care centres from the GETAID group,journal-article,2020-11-01,2020.0,Digestive and Liver Disease,1590-8658,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.encep.2016.03.003,Scoffier S.|d'Arripe-Longueville F.,Étude de la validité interne et externe d’une échelle multidimensionnelle de Locus de contrôle spécifique aux comportements alimentaires des sportifs (LOCSCAS),journal-article,2016-10-01,2016.0,L'Encéphale,0013-7006,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.univ-cotedazur.fr,hal.univ-reunion.fr,hal.univ-cotedazur.fr,hal.univ-reunion.fr"
10.1007/s00134-016-4570-6,Ichai C.,ICU specialists facing terrorist attack: the Nice experience,journal-article,2016-10-01,2016.0,Intensive Care Medicine,0342-4642,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1016/j.jasrep.2019.101909,Theodoropoulou T.,"Reconstructing human-environment interactions in the western Messara Plain (Phaistos, Crete, Greece) from the emergence of city states to Byzantine times",journal-article,2019-08-01,2019.0,Journal of Archaeological Science: Reports,2352-409X,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1093/mnras/sty1013,Carry B.|Carry B.,Spectral properties of binary asteroids,journal-article,2018-04-24,2018.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur et archive ouverte,"academic.oup.com,hal.sorbonne-universite.fr,hal.sorbonne-universite.fr"
10.1016/j.jsxm.2019.09.004,Iannelli A.|Falagario U.|Treacy P.J.|Mazoyer C.,Sexual Activity After Bariatric Surgery: A Prospective Monocentric Study Using the PISQ-IR Questionnaire,journal-article,2019-12-01,2019.0,The Journal of Sexual Medicine,1743-6095,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1002/2016GL070410,Cappa F.|De Barros L.|Rivet D.,Seismic velocity changes associated with aseismic deformations of a fault stimulated by fluid injection,journal-article,2016-09-28,2016.0,Geophysical Research Letters,0094-8276,False,False,American Geophysical Union (AGU),Accès ouvert,Bronze,Editeur et archive ouverte,"agupubs.onlinelibrary.wiley.com,www.osti.gov"
10.1016/j.egyr.2020.08.015,Drouot C.|Provitolo D.|Creff G.|Beccia M.R.|Perez S.|Steichen P.|Russo S.|Pottier N.|Carle G.|Auwer C.D.|Pourcher T.|Glaichenhaus N.|Michel H.,Comparative analysis of the perception of nuclear risk in two populations (expert/non-expert) in France,journal-article,2020-11-01,2020.0,Energy Reports,2352-4847,True,True,Elsevier BV,Accès ouvert,Gold,Editeur,doi.org
10.1109/ICC.2018.8422952,Saucez D.|Sassatelli L.|Poliakov V.,"Adaptive Video Streaming, Multipath and Caching: Can Less Be More?",proceedings-article,2018-05-01,2018.0,2018 IEEE International Conference on Communications (ICC),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1177/0003319718823631,Raffort J.|Lareyre F.,Management of Accessory Renal Artery During Abdominal Aortic Aneurysm Repair,journal-article,2019-01-08,2019.0,Angiology,0003-3197,False,False,SAGE Publications,Accès ouvert,Bronze,Editeur,journals.sagepub.com
10.1007/s11103-015-0398-7,Li J.,Cloning of novel rice blast resistance genes from two rapidly evolving NBS-LRR gene families in rice,journal-article,2015-11-03,2015.0,Plant Molecular Biology,0167-4412,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1007/s11678-020-00586-w,Boileau P.,Delphi survey on conventional conservative treatment of functional posterior shoulder instability,journal-article,2020-08-03,2020.0,Obere Extremität,1862-6599,False,False,Springer Science and Business Media LLC,Accès ouvert,Hybrid,Editeur,"link.springer.com,doi.org"
10.3847/1538-4357/aabee4,Oliveira F.G.|Kovacevic M.|Ruffini R.,On the Rate and on the Gravitational Wave Emission of Short and Long GRBs,journal-article,2018-05-18,2018.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1155/2017/7152546,Zarzoso V.,Fusion Methods for Biosignal Analysis: Theory and Applications,journal-article,2017-01-01,2017.0,Computational Intelligence and Neuroscience,1687-5265,True,True,Hindawi Limited,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,riunet.upv.es,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1017/S0013091515000450,Gautero F.,Geodesics in Trees of Hyperbolic and Relatively Hyperbolic Spaces,journal-article,2015-11-20,2015.0,Proceedings of the Edinburgh Mathematical Society,0013-0915,False,False,Cambridge University Press (CUP),Accès ouvert,Green,Archive ouverte,"pdfs.semanticscholar.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1007/s11214-020-00709-3,Wieczorek M.A.,Lunar Seismology: A Data and Instrumentation Review,journal-article,2020-07-03,2020.0,Space Science Reviews,0038-6308,False,False,Springer Science and Business Media LLC,Accès ouvert,Hybrid,Editeur et archive ouverte,"link.springer.com,doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.research-collection.ethz.ch"
10.1103/PhysRevA.102.033508,Tissoni G.,Control of spatiotemporal rogue waves by harmonic pump modulation in a semiconductor laser with a saturable absorber,journal-article,2020-09-10,2020.0,Physical Review A,2469-9926,False,False,American Physical Society (APS),Accès fermé,Closed,Accès fermé,
10.4467/23005920SPL.19.009.10989,Scheer T.,Sonority Is Different,journal-article,2019-01-01,2019.0,Studies in Polish Linguistics,1732-8160,True,False,Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,Accès ouvert,Gold,Editeur et archive ouverte,"www.ejournals.eu,doi.org,ruj.uj.edu.pl"
10.1038/s41598-019-53878-9,Genevet P.|Duvigneau R.|Elsawy M.M.R.|Brière G.|Mohamed M.S.|Lanteri S.,Global optimization of metasurface designs using statistical learning methods,journal-article,2019-11-29,2019.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov"
10.1177/2399808319832612,Araldi A.|Fusco G.,From the street to the metropolitan region: Pedestrian perspective in urban fabric analysis,journal-article,2019-08-19,2019.0,Environment and Planning B: Urban Analytics and City Science,2399-8083,False,False,SAGE Publications,Accès fermé,Closed,Accès fermé,
10.1145/3270112.3270121,Mosser S.,Towards a body of knowledge for model-based software engineering,proceedings-article,2018-10-14,2018.0,Proceedings of the 21st ACM/IEEE International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings,,False,False,ACM,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1080/00015385.2018.1522074,Raffort J.|Lareyre F.,Diabetes mellitus is not associated with worse vascular outcome following percutaneous transfemoral transcatheter aortic valve implantation,journal-article,2019-01-14,2019.0,Acta Cardiologica,0001-5385,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.3847/1538-3881/aad1f2,Lai O.,Improved Image Quality over 10′ Fields with the ʻImaka Ground-layer Adaptive Optics Experiment,journal-article,2018-08-20,2018.0,The Astronomical Journal,0004-6256,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1109/CAMA.2015.7428121,Pichot C.|Zhao Z.|Dedeban C.,Topological shape gradient and Level-Set method for optimizing planar antennas,proceedings-article,2015-11-01,2015.0,2015 IEEE Conference on Antenna Measurements & Applications (CAMA),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1007/s40314-020-1097-9,Chiarello F.A.|Goatin P.,Lagrangian-antidiffusive remap schemes for non-local multi-class traffic flow models,journal-article,2020-02-11,2020.0,Computational and Applied Mathematics,1807-0302,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1134/S0016266319020102,Rostov V.,On the Complex Conjugate Zeros of the Partial Theta Function,journal-article,2019-04-01,2019.0,Functional Analysis and Its Applications,0016-2663,False,False,Pleiades Publishing Ltd,Accès fermé,Closed,Accès fermé,
10.1084/jem.20171048,Glaichenhaus N.,Host resistance to endotoxic shock requires the neuroendocrine regulation of group 1 innate lymphoid cells,journal-article,2017-11-15,2017.0,Journal of Experimental Medicine,0022-1007,False,False,Rockefeller University Press,Accès ouvert,Hybrid,Editeur et archive ouverte,"rupress.org,doi.org,europepmc.org,hal-amu.archives-ouvertes.fr,hal-amu.archives-ouvertes.fr,www.ncbi.nlm.nih.gov"
10.1109/MMS48040.2019.9157276,Ribero J.M.,Synthesis of a Compact High Impedance Surface Antenna Without Dipole on Top for BCWC,proceedings-article,2019-10-01,2019.0,2019 IEEE 19th Mediterranean Microwave Symposium (MMS),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1098/rsbl.2016.0704,Vercken E.|Morel-Journel T.|Piponiot C.|Mailleret L.,Evidence for an optimal level of connectivity for establishment and colonization,journal-article,2016-11-01,2016.0,Biology Letters,1744-9561,False,False,The Royal Society,Accès ouvert,Bronze,Editeur et archive ouverte,"royalsocietypublishing.org,europepmc.org,www.ncbi.nlm.nih.gov,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1109/ICECS.2016.7841266,Wei Z.|Jacquemod G.|Leduc Y.,UTBB-FDSOI complementary logic for high quality analog signal processing,proceedings-article,2016-12-01,2016.0,"2016 IEEE International Conference on Electronics, Circuits and Systems (ICECS)",,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1039/c6nr00224b,Kuzhir P.,Biocompatible magnetic core–shell nanocomposites for engineered magnetic tissues,journal-article,2016-01-01,2016.0,Nanoscale,2040-3364,False,False,Royal Society of Chemistry (RSC),Accès ouvert,Hybrid,Editeur et archive ouverte,"pubs.rsc.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,pdfs.semanticscholar.org"
10.1016/j.cmet.2016.03.003,Agrawal N.|Mauri A.|Delanoue R.|Léopold P.|Pasco M.,The Drosophila TNF Eiger Is an Adipokine that Acts on Insulin-Producing Cells to Mediate Nutrient Response,journal-article,2016-04-01,2016.0,Cell Metabolism,1550-4131,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,www.cell.com
10.1126/sciadv.aaw4307,Meinert C.,Origin of alkylphosphonic acids in the interstellar medium,journal-article,2019-08-01,2019.0,Science Advances,2375-2548,True,True,American Association for the Advancement of Science (AAAS),Accès ouvert,Gold,Editeur et archive ouverte,"advances.sciencemag.org,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1093/mnras/stz410,Michel P.,Using a geometrical algorithm to provide N-body initial conditions for the gravitational phase of asteroid family formation,journal-article,2019-02-11,2019.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"repository.arizona.edu,pdfs.semanticscholar.org"
10.1016/j.medmal.2017.03.005,Roger P.M.|Demonchy E.|Risso K.|Courjon J.|Leroux E.|Leroux S.|Cua,Medical table: A major tool for antimicrobial stewardship policy,journal-article,2017-09-01,2017.0,Médecine et Maladies Infectieuses,0399-077X,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
